"station_id" "network" "lat" "lon" "elev" "Annual_slope" "Annual_p" "Winter_slope" "Winter_p" "Spring_slope" "Spring_p" "Summer_slope" "Summer_p" "Fall_slope" "Fall_p"
"1" "GHCND_CA001016940" "GHCN" 48.6167 -123.4167 61 0.158251372535124 0.130554406608927 0.196140206982876 0.390828230851991 0.0699870162071426 0.539915857350804 0.279551595175454 0.00790561809827661 0.116440454206596 0.294266104304963
"2" "GHCND_CA001016995" "GHCN" 48.8833 -123.55 46 0.203541666946435 0.00728960443759119 0.217756658319804 0.320064536158001 0.128668489987436 0.390828230851991 0.403279288275174 0.000179858582334047 0.2126383221558 0.0136867309901678
"3" "GHCND_CA001017230" "GHCN" 48.65 -123.6333 138 0.201955116058621 0.0371604581413647 0.126437938023432 0.390828230851991 0.127912711953314 0.437518177374812 0.371591150525059 0.000464264653973201 0.109365607028479 0.287995912241837
"4" "GHCND_CA001018620" "GHCN" 48.65 -123.4333 20 0.0408524975924214 0.656512501624867 0.0481168325971895 0.766856768238883 0.010183051705906 0.976347076526438 0.23956542948018 0.00637780514515529 0.119615363723556 0.198430409681258
"5" "GHCND_CA001018935" "GHCN" 48.3333 -123.5333 12 0.0269332918616171 0.774848422162878 0.130644957577287 0.390828230851991 -0.0375947484578881 0.795791881562907 0.0381664371434191 0.858806757135712 0.174568375247989 0.164001041614375
"6" "GHCND_CA001021830" "GHCN" 49.7167 -124.9 26 0.253640455574795 0.00671701134486913 0.260677975304528 0.186425775893321 0.162625429321728 0.168911339524117 0.444565228793932 3.6731729305739e-05 0.176208414238132 0.0743689000994541
"7" "GHCND_CA001025370" "GHCN" 49.05 -123.8667 28 0.183196539681241 0.0659415614164283 0.115614962064981 0.522054267876872 0.189169096148384 0.137629285228355 0.275329906477301 0.00790561809827661 0.145054905746993 0.246955459398113
"8" "GHCND_CA001026565" "GHCN" 49.4 -124.6167 8 0.284510794787357 0.0100428915850677 0.287277146283645 0.281904610819216 0.245974270079721 0.123764987071295 0.367252575890454 0.000161304259535644 0.273648358400547 0.0283099761629664
"9" "GHCND_CA001030230" "GHCN" 49.3333 -124.9833 74 0.205732966524901 0.051440351885476 0.114660530785953 0.653078576286447 0.0348986325749281 0.795791881562907 0.413612805236429 0.000115865451759012 0.22307688042849 0.0993263686726409
"10" "GHCND_CA001043152" "GHCN" 49.3833 -123.5333 34 0.293165887556936 0.0171415954407956 0.246055540773603 0.168911339524117 0.104964402772059 0.368619414913987 0.455806538709449 5.22326201923828e-05 0.196530629798589 0.0229245736165391
"11" "GHCND_CA001045100" "GHCN" 49.4667 -123.9167 6 0.23604732532168 0.0283099761629664 0.106470881702917 0.522054267876872 0.0930601786676725 0.443154453057459 0.304523357888871 0.00136994257196199 0.147100852545438 0.0789015593829665
"12" "GHCND_CA0010476F0" "GHCN" 49.7833 -123.1667 52 0.0772693494235977 0.514223458127142 0.0896353603529418 0.698489477330232 -0.198291961959801 0.235639887106498 0.336090531921021 0.0127561170265982 0.164252092399424 0.163469348399159
"13" "GHCND_CA001048898" "GHCN" 50.1333 -122.95 658 0.267928741095247 0.0171415954407956 0.208417596328088 0.421609101075799 -0.043163597252076 0.754067514357015 0.465286603893671 2.98329352932392e-06 0.112160536995468 0.390828230851991
"14" "GHCND_CA001097646" "GHCN" 52.1833 -121.6833 1040 0.282658952187858 0.125042727392621 0.663828584539264 0.249580802039717 0.0863075217379786 0.807814216584191 0.316598386335723 0.0163220313509189 0.25258820038552 0.128854459348035
"15" "GHCND_CA001098940" "GHCN" 52.1833 -122.05 940 0.0611103383041222 0.840364419547018 0.439740892053331 0.358035170047752 -0.208319408418829 0.344577618849168 0.0997442498133029 0.485647247096389 -0.122010345913693 0.630995039917305
"16" "GHCND_CA001100120" "GHCN" 49.25 -121.7667 15 0.294040377845795 0.00523375112932789 0.535200991458018 0.0583174157389679 0.102116881282595 0.522054267876872 0.289279073085297 0.00217887577135767 0.183481649906171 0.0452555461859621
"17" "GHCND_CA001103332" "GHCN" 49.2667 -122.5667 147 0.128374746015899 0.406044506703634 0.30041394335512 0.137629285228355 0.090662242825937 0.558078177441629 0.288010713622127 0.0019885104962527 -0.0119767036369204 0.774848422162878
"18" "GHCND_CA001105192" "GHCN" 49.15 -122.2667 221 0.287177723687332 0.00480947716131186 0.306646653304138 0.177507738872814 0.0749603682729657 0.504501459771346 0.438571712283083 0.000767211607157758 0.246243022627453 0.0547889594194482
"19" "GHCND_CA001108446" "GHCN" 49.3 -123.1167 3 0.239425182157753 0.0117399713015389 0.145925933177825 0.410119667853494 0.135905751996282 0.394166404447896 0.465908925487626 2.42694433172375e-06 0.216517810464151 0.0267310166825179
"20" "GHCND_CA001108447" "GHCN" 49.2 -123.1833 4 0.129362723864992 0.247555778180202 0.236776882559776 0.247555778180202 0.0492116299594619 0.858806757135712 0.223112179976579 0.0150485434544014 0.229272957890495 0.065207174219406
"21" "GHCND_CA001113581" "GHCN" 49.2833 -121.2333 688 -0.0490115961147247 0.633553475376833 0.1349206440269 0.609174923535674 -0.26086957243931 0.201203985898768 0.00746471143947666 0.932095559759709 -0.0329670669008694 0.809207376605256
"22" "GHCND_CA001125079" "GHCN" 50.1167 -120.8 609 0.349116548766758 0.00136994257196199 0.413921552921191 0.281904610819216 0.144816622301094 0.300536301631389 0.419470324361628 6.94679831858558e-06 0.286562484901518 0.0371604581413647
"23" "GHCND_CA001125700" "GHCN" 50.05 -119.45 501 -0.193382528551978 0.0743689000994541 -0.425666209337974 0.168911339524117 0.0819577530453586 0.558078177441629 0.423770975638428 0.0019885104962527 -0.0351982946056756 0.789592370502533
"24" "GHCND_CA001126510" "GHCN" 49.4667 -120.5167 702 0.144422690688456 0.0347518094019377 0.253782142411782 0.453767297369191 -0.0954777204311634 0.522054267876872 0.20233241925556 0.0836564432142348 0.126223583466209 0.258251190514097
"25" "GHCND_CA001128958" "GHCN" 50.0333 -119.4167 503 0.272711891059123 0.00405297847357233 0.388482341269357 0.269900195251584 0.152733498751655 0.294266104304963 0.513288175001904 3.6731729305739e-05 0.294767468261126 0.00238581548352856
"26" "GHCND_CA001141455" "GHCN" 49.3 -117.6333 496 0.125517216618094 0.123764987071295 0.110222216053969 0.672844214862592 -0.116324462720917 0.320064536158001 0.245850890484743 0.0246114402001048 0.168122479751058 0.186425775893321
"27" "GHCND_CA001141457" "GHCN" 49.336342 -117.765508 435 0.148883378854685 0.177653910670923 0.0474879053612841 0.757996646747342 -0.130211753812646 0.445956581153736 0.374988829599622 0.00251600029295695 0.189864599554594 0.0747724793244242
